공고명,사업요약
신안 압해-해남 화원(2공구) 도로건설공사 및 곡성 석곡IC-겸면(2공구) 도로시설개량공사 편입 무연분묘 개장용역,신안·곡성 도로건설 무연분묘 개장
신안경찰서 직원관사 신축공사 재해예방기술지도 용역(건축),신안경찰서 관사 재해예방기술지도(건축)
신안경찰서 직원관사 신축공사 재해예방기술지도 용역(전기·통신) ,신안경찰서 관사 재해예방지도(전기통신)
신안경찰서 행정선(전남101호) 우현 주기관 신품 디젤 엔진 교체 수리,신안경찰서 행정선 디젤엔진 교체수리
신약 개발을 위한 국내 임상분리 결핵균에 대한 오믹스 데이터 활용 기반 구축 연구,임상분리 결핵균 오믹스 데이터 구축연구
신원면 대현지구 마을만들기 종합개발사업 기존 마을회관 해체공사,신원면 대현지구 마을회관 해체공사
신원면 대현지구 마을만들기 종합개발사업 기존 마을회관 해체공사 건설폐기물처리용역,대현지구 마을회관 해체 폐기물처리
"신전우체국 및 장평우체국 내진보강공사(구조, 건축) 설계 용역",신전·장평우체국 내진보강 설계
신종마약류 현황 분석 등 마약류 안전관리 체계 고도화 연구,신종마약류 분석 등 안전관리 고도화연구
신축아파트 사전방문 하자점검 대행 관련 실태조사를 통한 제도개선 방안 연구,신축아파트 사전방문 하자점검 제도개선
실작업 조건에서의 농업기계 및 건설기계 배출계수 개발(Ⅱ),농업·건설기계 배출계수 개발(Ⅱ)
실태조사를 활용한 원자력안전위원회 소관 기타공공기관 경영실적 평가체계 검토 연구용역 공고,원안위 기타공공기관 경영실적 평가연구
실험동물자원은행 보관장비(초저온냉동고) 정기예방점검·유지보수,실험동물자원은행 초저온냉동고 유지보수
심리분석면담을 위한 모범진술문(model statement) 개발,심리분석면담 모범진술문 개발
"쌀 수급 예측 모델 장비(시각화 서버, 분석용 HW/SW) 도입",쌀 수급 예측 모델 장비 도입
아․태 사이버범죄 역량강화 허브(APC-HUB) 홈페이지 및 온라인 교육시스템 고도화 3차 사업,아태 사이버범죄 허브 시스템 고도화
아동학대사범 보호관찰의 실태분석 및 효과적 지도감독 방안 연구,아동학대사범 보호관찰 실태·지도 연구
"아산권역 국도(21,34,38,39,43,45호선)  도로제설 및 결빙제거작업",아산권역 국도 제설·결빙제거작업
아시아 3개국 산림협력 사업의 사회경제적 가치 평가 및 정책적 활용 방안 연구,아시아 산림협력 사회경제 가치 평가
아시아·태평양 식품 규제기관장 협의체(아프라스) 사무국 운영지원,아프라스 사무국 운영지원
아열대작물 시험포 관급자재(온실복합환경제어시스템) 구매·설치,아열대작물 온실복합환경제어시스템 구매
아열대작물 재배하우스 구획정리 공사 수의(소액) 견적 제출,아열대작물 재배하우스 구획정리 공사
아열대작물실증센터 구축사업 전기공사 폐쇄형배전반 조달 구매,아열대작물센터 폐쇄형배전반 구매
아토피·천식 예방관리사업 기반 지역사회 미세먼지 중재연구 프로토콜 개발 및 시범연구,아토피·천식 미세먼지 중재연구 개발
아프리카돼지열병(ASF) 발생농가 및 예방적살처분농가 긴급 살처분 및 소멸처리 용역,ASF 발생농가 긴급 살처분·소멸처리
아프리카돼지열병(ASF) 차단 1･2차 울타리 관리방안 연구,ASF 차단 울타리 관리방안 연구
안강망 및 부푯줄 해양포유류 혼획저감 어구 수중거동 해석,해양포유류 혼획저감 어구 거동 해석
"안동교도소 급식용 식품(공산품) 2단계 구매(규격, 가격동시) 입찰공고",안동교도소 급식 공산품 구매 입찰
"안동교도소 급식용 식품(농산물) 2단계(규격, 가격 동시) 구매 입찰 공고",안동교도소 급식 농산물 구매 입찰
안동교도소 급식용 식품(수산물) 구매 2단계(규격ㆍ가격 동시) 입찰 공고,안동교도소 급식 수산물 구매 입찰
안동교도소 급식용 식품(축산물) 구매 2단계(규격ㆍ가격 동시) 입찰 공고,안동교도소 급식 축산물 구매 입찰
안동교도소 보안청사 화장실 및  수용자 목욕탕 리모델링 전기공사 입찰 공고,안동교도소 화장실·목욕탕 전기공사
안동교도소 보안청사 화장실 및 수용자 목욕탕 리모델링 계획보고,안동교도소 화장실·목욕탕 리모델링 계획
"안동교도소 수용자 자비구매 안경(렌즈, 안경테) 소액수의 견적 제출 공고",안동교도소 수용자 자비구매 안경 견적
안동댐하류권역 하천기본계획수립 및 하천시설관리대장 작성용역,안동댐하류권역 하천기본계획 수립
안동시 청년창업 임대형 양식단지 조성사업 기본 및 실시설계용역,안동시 청년창업 양식단지 설계
안동시 풍산읍 죽전지구 농촌공간정비사업 기본계획 수립 용역(협상에 의한 계약),풍산읍 죽전지구 농촌공간정비 기본계획
안면도지구대기감시소 철탑 및 옥상난간 보강 및 설치 공사,안면도 대기감시소 철탑·난간 보강공사
안산선(초지역∼중앙역) 철도지하화사업 타당성평가 및 기본계획 수립,안산선 철도지하화 타당성·기본계획
안성시 먹거리통합지원센터 건립공사 감독권한대행 등 건설사업관리용역 사업수행능력 평가  안내공고,안성 먹거리지원센터 건설사업관리 안내
안성시 먹거리통합지원센터 건립공사 감독권한대행 등 건설사업관리용역(사업수행능력 평가 ),안성 먹거리지원센터 건설사업관리 평가
안전성분석과 2025년도 유해물질 분석용 표준물질 일괄 구매,안전성분석과 유해물질 표준물질 구매
안전성분석과 토양 및 농산물 중 다이옥신류 잔류실태조사 위탁 분석,토양·농산물 다이옥신류 위탁 분석
안전제도 진단지원시스템 운영 관련 전산장비(노트북 컴퓨터) 구매,안전제도 진단지원 노트북 구매
안전제도 진단지원시스템 운영 관련 전산장비(컴퓨터서버) 구매,안전제도 진단지원 컴퓨터서버 구매
안전확인대상 생활화학제품 내 함유물질 및 사용물질의 시험 분석법 개발,생활화학제품 함유물질 시험분석법 개발
안중근 서 지역 순회전 전시 연출 설계 및 제작·설치 용역,안중근 서 지역 순회전 전시 연출 설계
액비부숙도 향상 완숙액비 생산 기술지원 사업추진을 위한 품질개선제(엠코드바이오클린) 구입,완숙액비 생산 품질개선제 구입
야생동물 보호시설(생츄어리) 조성사업 관급자재(빌딩자동제어장치) 조달구매 요청,야생동물 생츄어리 빌딩자동제어장치 구매
야생동물 유래 조류인플루엔자 바이러스의 분자역학적 특성 분석 용역,야생동물 조류인플루엔자 분자역학 분석
야생동물 질병 정보집(표준 행동 매뉴얼) 마련 용역 입찰 공고,야생동물 질병 정보집 마련 입찰
야생동물질병 정밀진단을 위한 병리조직 검사 및 시료확보(2025년),야생동물질병 병리조직 검사·시료확보
야생멧돼지 아프리카돼지열병(ASF) 수색 탐지견 운영 및 추가 육성사업,야생멧돼지 ASF 탐지견 운영·육성
야생조류 조류인플루엔자 발생 조기 대응을 위한 정밀 모니터링(25-26),야생조류 조류인플루엔자 정밀 모니터링
야영장업 야영시설 건축물 허용 타당성 분석 및 제도화 방안 연구,야영장 야영시설 타당성 분석·제도화 연구
약물 분석기(의료용 분리방식 임상화학 자동분석장치) 구매 입찰 공고,약물 분석기 임상화학 자동분석장치 구매
약물별·대상별 재활지원 프로그램 신규 개발·보급(2025),약물·대상별 재활지원 프로그램 개발
약용작물 분야 농산업 가치분석 및 연구개발 파급효과 분석 용역,약용작물 농산업 가치·R&D 효과 분석
양구농산물가공지원센터(해안점) 수질오염방지시설 조성공사(토목),양구농산물가공센터 수질오염방지시설 공사
양양군 현남 현북(농촌협약) 지역역량강화 및 식품사막 생필품구매 지원사업 용역 공고-긴급,양양 현남·현북 역량강화·생필품 지원
양양읍 농촌중심지활성화사업 지역역량강화 용역 공고(협상에 의한 계약)-긴급공고,양양읍 농촌중심지활성화 역량강화
양양출장소 관내 국도44·46호선 예초 등 도로환경개선공사,양양 국도44·46호선 예초 등 환경개선
양쯔강 희석수 유입에 따른 동중국해 북부해역의 생지화학적 변동 분석(I),동중국해 북부 생지화학적 변동 분석(I)
양파 공정육묘를 위한 내재해형 단독비닐하우스 설치공사(민간입찰대행),양파 육묘 내재해형 비닐하우스 설치
양파 공정육묘를 위한 내재해형 단동비닐하우스 설치공사(민간입찰대행),양파 육묘 내재해형 단동비닐하우스 설치
양파 기계화 우수모델 육성 사업용 땅속작물수확기(양파수집기) 구입,양파 기계화 땅속작물수확기 구입
어류양식시험장 순환여과양식시스템(RAS) 구축공사(기계설비),어류양식시험장 RAS 구축공사(기계설비)
어린이 먹을거리 영양표시 의무 단계적 확대를 위한 효과분석,어린이 먹을거리 영양표시 확대 효과분석
어린이 환경보건 출생코호트 자료(임신~영유아 48개월) 개인정보 처리 및 제공,어린이 환경보건 출생코호트 개인정보 처리
업무용 백신 소프트웨어 및 유틸리티 라이선스(연간사용권) 구매,업무용 백신 소프트웨어 라이선스 구매
업무용 차량 임차(국립농산물품질관리원 경기 경영직불 _12대),농관원 경기 업무용 차량 임차 12대
업종별 공통방지시설(대기·수질) 최적가용기법 기준서 제정(안) 마련 연구(Ⅰ),공통방지시설 최적가용기법 기준서 연구(Ⅰ)
업종별 공통시설(보일러) 최적가용기법 기준서 개정(안) 마련 연구(Ⅰ),공통시설 보일러 최적가용기법 기준서 연구
업종별 환경 및 에너지 경영시스템 최적가용기법 기준서 제정(안) 마련 연구(Ⅰ),환경·에너지 경영 최적가용기법 기준서 연구
여서항 외곽시설 보강공사(5차) 건설폐기물(폐콘크리트) 처리용역,여서항 외곽시설 보강 폐콘크리트 처리
여서항 외곽시설 보강공사(5차) 건설폐기물(폐합성수지) 처리용역,여서항 외곽시설 보강 폐합성수지 처리
여성가구 및 스토킹 등 범죄피해 가구 cctv 설치 사업,여성·스토킹 범죄피해 가구 CCTV 설치
여수 화태-백야(1공구) 도로건설공사 편입 무연분묘 개장용역,여수 화태-백야 도로건설 무연분묘 개장
여수구항 종화동 수제선 정비공사(2단계) 건설사업관리용역,여수구항 종화동 수제선 정비 건설관리
여수구항 종화동 수제선 정비공사(2단계) 기본 및 실시설계 경제성 검토(설계VE) 용역,여수구항 종화동 수제선 정비 설계VE
여수해경 2025년 전용부두(신북항) 전기안전관리자 위탁 용역,여수해경 전용부두 전기안전관리 위탁
여수해양경찰서 2026년 광양광역방제지원센터 민간위탁 용역,여수해경 광양광역방제지원센터 위탁
